timestamp,match,frame,x1,y1,x2,y2,img_w,img_h,user
2026-03-20T17:29:05.119717,unknown,match14_non_rally_003926.jpg,855.379909304074,405.8979090699865,868.5799093040739,417.29790906998653,1280,720,anon
2026-03-20T17:45:00.509893,unknown,match15_non_rally_002330.jpg,True,1124.6187707513236,686.4537274520652,1177.5026507483296,719.9686143637481,1280,720,anon
2026-03-20T17:45:04.255037,unknown,match10_non_rally_011826.jpg,True,861.5034539157889,582.5852221848992,902.5034539157889,621.1852221848992,1280,720,anon
2026-03-20T17:45:08.350594,unknown,match9_rally_009306.jpg,True,505.05005079042576,242.22767814570452,520.6500507904258,258.0276781457045,1280,720,anon
2026-03-20T17:45:12.534732,unknown,match7_rally_005664.jpg,False,,,,,1280,720,anon
2026-03-20T17:45:19.030613,unknown,match14_non_rally_003190.jpg,False,,,,,1280,720,anon
2026-03-20T17:45:25.695182,unknown,match1_rally_000483.jpg,True,1003.9740448367959,290.01806110685686,1021.9740448367959,308.41806110685684,1920,1080,anon
2026-03-20T17:45:37.007067,unknown,match2_non_rally_010388.jpg,True,775.3088143195955,466.9222405717396,789.3088143195955,479.1222405717396,1280,720,anon
2026-03-20T17:45:42.550755,unknown,match7_rally_005877.jpg,True,736.1851652575446,306.8956122073354,747.5851652575445,318.4956122073354,1280,720,anon
2026-03-20T17:45:48.303521,unknown,match2_rally_010737.jpg,True,579.4144166022352,248.5824077550667,599.6144166022352,268.9824077550667,1280,720,anon
2026-03-20T17:45:53.430571,unknown,match8_non_rally_004304.jpg,True,373.8361704930896,620.542593788205,412.8361704930896,658.342593788205,1280,720,anon
2026-03-20T17:45:54.702305,unknown,match16_non_rally_001965.jpg,False,,,,,1280,720,anon
2026-03-20T17:45:59.878679,unknown,match10_rally_011203.jpg,True,482.8730932269074,189.6491162751118,500.07309322690736,206.2491162751118,1280,720,anon
2026-03-20T17:46:05.350939,unknown,match2_rally_010285.jpg,True,699.905972539299,304.238626602362,718.105972539299,322.038626602362,1280,720,anon
2026-03-20T17:46:12.726787,unknown,match10_non_rally_011057.jpg,True,567.853754660651,225.46758596797326,586.053754660651,244.26758596797328,1280,720,anon
2026-03-20T17:46:18.166110,unknown,match9_rally_009664.jpg,True,657.286353658952,188.71103857235616,676.086353658952,207.71103857235616,1280,720,anon
2026-03-20T17:46:37.262673,unknown,match9_rally_009164.jpg,False,,,,,1280,720,anon
2026-03-20T17:46:39.086807,unknown,match8_non_rally_004419.jpg,False,,,,,1280,720,anon
2026-03-20T17:46:42.582358,unknown,match10_rally_011195.jpg,True,630.1973672389546,236.85050614959331,646.9973672389546,251.65050614959333,1280,720,anon
2026-03-20T17:46:46.558524,unknown,match15_rally_002851.jpg,True,414.24996874504376,204.68219936937277,428.6499687450438,218.08219936937274,1280,720,anon
2026-03-20T17:46:51.814532,unknown,match14_rally_003749.jpg,True,729.1684265227716,119.35046149685573,749.7684265227716,139.75046149685573,1280,720,anon
2026-03-20T17:46:59.566993,unknown,match7_rally_005490.jpg,True,495.37484984397634,263.8887683855775,506.97484984397636,274.48876838557754,1280,720,anon
2026-03-20T17:47:04.230374,unknown,match2_rally_010244.jpg,True,701.9249348402994,346.35295487022177,715.7249348402995,358.55295487022175,1280,720,anon
2026-03-20T17:47:07.670844,unknown,match7_rally_005806.jpg,True,616.7594828263684,254.34993834092523,629.3594828263683,265.34993834092523,1280,720,anon
2026-03-20T17:47:11.678005,unknown,match10_rally_011809.jpg,True,690.4450319107071,145.58219521153924,708.2450319107072,163.38219521153923,1280,720,anon
2026-03-20T17:47:24.236391,unknown,match15_rally_002490.jpg,True,658.9115200553915,377.586881608125,678.1115200553916,395.786881608125,1280,720,anon
2026-03-20T17:47:30.446045,unknown,match15_rally_002224.jpg,True,953.9461453135551,325.2197473262055,971.3461453135551,342.61974732620547,1280,720,anon
2026-03-20T17:47:35.639275,unknown,match1_non_rally_000370.jpg,False,,,,,1920,1080,anon
2026-03-20T17:47:42.294477,unknown,match15_non_rally_002349.jpg,True,662.3150884772585,421.82144629192453,682.7150884772585,442.42144629192455,1280,720,anon
2026-03-20T17:47:46.918684,unknown,match16_non_rally_001984.jpg,True,373.8784156649948,416.78484691541496,390.27841566499484,432.984846915415,1280,720,anon
2026-03-20T17:47:50.214390,unknown,match7_rally_005982.jpg,True,688.3610225923128,329.52179978807936,700.5610225923128,341.92179978807934,1280,720,anon
2026-03-20T17:47:52.606262,unknown,match15_non_rally_002659.jpg,False,,,,,1280,720,anon
2026-03-20T17:48:00.342802,unknown,match1_non_rally_000845.jpg,True,1487.5865447103745,600.0010999037479,1506.9865447103743,616.201099903748,1920,1080,anon
2026-03-20T17:48:03.790747,unknown,match9_non_rally_009740.jpg,False,,,,,1280,720,anon
2026-03-20T17:48:07.822398,unknown,match14_non_rally_003470.jpg,True,518.2656798326618,343.088514107045,526.4656798326617,351.088514107045,1280,720,anon
2026-03-20T17:48:11.862332,unknown,match14_rally_003823.jpg,True,829.1104350785429,206.62985335957296,842.5104350785429,220.02985335957297,1280,720,anon
2026-03-20T17:48:28.334564,unknown,match10_non_rally_011320.jpg,True,235.11340648601058,641.4054021135646,287.71340648601057,594.0054021135645,1280,720,anon
2026-03-20T17:48:32.398333,unknown,match14_rally_003796.jpg,True,909.6964469215654,256.64976848359885,927.6964469215654,274.64976848359885,1280,720,anon
2026-03-20T17:48:36.774435,unknown,match15_rally_002286.jpg,True,526.9953517095637,256.93799979532196,540.3953517095637,271.537999795322,1280,720,anon
2026-03-20T17:48:45.542336,unknown,match1_non_rally_000317.jpg,True,919.6565665154139,654.1495372409233,946.4565665154139,627.9495372409234,1920,1080,anon
2026-03-20T17:48:54.054784,unknown,match8_rally_004846.jpg,True,793.0384726817276,319.39848193914406,813.2384726817276,336.79848193914404,1280,720,anon
2026-03-20T17:48:55.543443,unknown,match15_non_rally_002972.jpg,False,,,,,1280,720,anon
2026-03-20T17:48:59.253990,unknown,match7_non_rally_005537.jpg,True,497.1200494035044,400.17958306080163,502.72004940350445,406.77958306080166,1280,720,anon
2026-03-20T17:49:02.238610,unknown,match15_rally_002233.jpg,True,663.4774509959503,128.05560127327604,685.7409115872825,149.8402777658699,1280,720,anon
2026-03-20T17:49:08.390415,unknown,match15_non_rally_002706.jpg,True,49.58970346362463,459.62247663784063,68.98970346362464,476.02247663784067,1280,720,anon
2026-03-20T17:49:12.574958,unknown,match1_rally_000210.jpg,True,786.2709306651028,350.4447393005378,813.2709306651028,378.0447393005378,1920,1080,anon
2026-03-20T17:49:15.694389,unknown,match14_rally_003253.jpg,True,647.9863330775792,247.02342175772387,663.6556308544698,261.60457385566383,1280,720,anon
2026-03-20T17:49:19.534689,unknown,match16_rally_001648.jpg,True,450.6765628217664,245.24210258123148,461.6765628217664,256.2421025812315,1280,720,anon
2026-03-20T17:49:26.639051,unknown,match2_rally_010712.jpg,True,758.2555974088825,388.02434565685553,774.0555974088826,403.62434565685555,1280,720,anon
2026-03-20T17:49:31.710624,unknown,match14_rally_003127.jpg,True,426.3610622005823,223.68400047223378,445.63822667205886,244.01264664215452,1280,720,anon
2026-03-20T17:49:35.677701,unknown,match15_non_rally_002993.jpg,True,539.5146754589764,357.7462332105686,548.9146754589764,365.3462332105686,1280,720,anon
2026-03-20T17:49:40.726453,unknown,match10_rally_011533.jpg,True,889.7088546368201,366.9682977158243,913.50885463682,391.7682977158243,1280,720,anon
2026-03-20T17:49:45.846288,unknown,match10_non_rally_011252.jpg,True,803.719133293908,423.1638225018851,813.519133293908,438.56382250188506,1280,720,anon
2026-03-20T17:49:49.054343,unknown,match7_rally_005366.jpg,True,787.8329917683071,340.83009195838724,803.4329917683071,355.2300919583873,1280,720,anon
2026-03-20T17:49:52.662016,unknown,match15_rally_002290.jpg,True,711.5272815159072,334.06174526832604,728.1272815159073,350.861745268326,1280,720,anon
2026-03-20T17:49:56.621927,unknown,match2_non_rally_010884.jpg,True,1101.8394239688537,549.6983070474683,1122.0394239688537,569.8983070474684,1280,720,anon
2026-03-20T17:50:01.485804,unknown,match14_rally_003747.jpg,True,694.2132673406195,87.44715907388118,716.6132673406195,109.24715907388118,1280,720,anon
2026-03-20T17:50:28.391157,unknown,match16_non_rally_001342.jpg,False,,,,,1280,720,anon
2026-03-20T17:50:33.486732,unknown,match16_non_rally_001053.jpg,True,694.0881427943696,379.265046799616,705.4881427943695,388.665046799616,1280,720,anon
2026-03-20T17:50:37.142903,unknown,match16_non_rally_001825.jpg,True,375.9676708293353,409.46748608387395,389.9676708293353,423.067486083874,1280,720,anon
2026-03-20T17:50:40.190746,unknown,match16_rally_001794.jpg,True,720.691417139474,387.1004010503584,735.4914171394739,401.3004010503584,1280,720,anon
2026-03-20T17:50:43.966565,unknown,match8_non_rally_004429.jpg,True,351.38092828048264,227.4171195008229,366.5809282804827,241.8171195008229,1280,720,anon
2026-03-20T17:50:47.326928,unknown,match10_rally_011106.jpg,True,660.0808485634628,227.51600345204065,674.6808485634629,241.71600345204064,1280,720,anon
2026-03-20T17:50:51.278501,unknown,match8_non_rally_004204.jpg,False,,,,,1280,720,anon
2026-03-20T17:50:54.621749,unknown,match10_rally_011399.jpg,True,816.1160904972161,295.8756198279613,835.9160904972161,314.6756198279613,1280,720,anon
2026-03-20T17:51:01.271342,unknown,match14_non_rally_003431.jpg,False,,,,,1280,720,anon
2026-03-20T17:51:04.982443,unknown,match14_rally_003142.jpg,True,740.3560893158012,287.587330669646,757.7560893158013,302.787330669646,1280,720,anon
2026-03-20T17:51:07.055262,unknown,match16_non_rally_001533.jpg,False,,,,,1280,720,anon
2026-03-20T17:51:10.110703,unknown,match8_rally_004827.jpg,True,608.2147162136764,233.6857978101648,628.2147162136764,255.4857978101648,1280,720,anon
2026-03-20T17:51:13.470553,unknown,match7_non_rally_005259.jpg,False,,,,,1280,720,anon
2026-03-20T17:51:16.878264,unknown,match16_non_rally_001955.jpg,True,780.2573403666474,474.33187014000896,798.6573403666474,494.33187014000896,1280,720,anon
2026-03-20T17:51:23.766768,unknown,match15_non_rally_002305.jpg,False,,,,,1280,720,anon
2026-03-20T17:51:26.838027,unknown,match8_rally_004592.jpg,True,666.8464561550218,281.10742734721356,686.2539695973799,297.90796137194144,1280,720,anon
2026-03-20T17:51:31.998334,unknown,match1_rally_000292.jpg,True,1287.9974355436195,268.7871757270463,1311.0895508640015,291.3661329291974,1920,1080,anon
2026-03-20T17:51:40.110480,unknown,match10_non_rally_011976.jpg,True,280.5278893733769,406.4225649697493,290.7278893733769,416.4225649697493,1280,720,anon
2026-03-20T17:51:43.126082,unknown,match7_rally_005937.jpg,True,683.8939066965517,329.9600347455914,694.6939066965517,340.5600347455914,1280,720,anon
2026-03-20T17:51:51.383145,unknown,match15_rally_002558.jpg,True,621.9519248843253,192.30253826983116,640.5519248843253,208.70253826983117,1280,720,anon
2026-03-20T17:51:55.167244,unknown,match7_rally_005621.jpg,True,885.4774321105193,227.36919073479265,903.2774321105193,244.76919073479266,1280,720,anon
2026-03-20T17:52:01.134616,unknown,match15_non_rally_002806.jpg,True,734.418149370326,382.42682884790827,744.2181493703259,392.6268288479083,1280,720,anon
2026-03-20T17:52:04.157892,unknown,match8_non_rally_004080.jpg,True,685.8263947583694,331.1593283026103,695.6263947583693,341.75932830261024,1280,720,anon
2026-03-20T17:52:09.279140,unknown,match7_rally_005893.jpg,False,,,,,1280,720,anon
2026-03-20T17:52:14.462488,unknown,match15_non_rally_002280.jpg,True,689.4197583165362,349.5170649553609,699.2197583165362,359.31706495536093,1280,720,anon
2026-03-20T17:53:32.863691,unknown,match16_rally_001409.jpg,True,700.0678694156602,253.84102317953375,719.4678694156603,272.84102317953375,1280,720,anon
2026-03-20T17:53:37.942728,unknown,match9_non_rally_009633.jpg,True,505.08097071827115,410.27567320664605,513.2809707182712,418.875673206646,1280,720,anon
2026-03-20T17:53:40.710489,unknown,match2_non_rally_010594.jpg,False,,,,,1280,720,anon
2026-03-20T17:53:42.278555,unknown,match15_rally_002409.jpg,False,,,,,1280,720,anon
2026-03-20T17:53:48.651243,unknown,match2_non_rally_010253.jpg,True,1076.1318996975901,587.3204353018124,1100.9318996975903,608.9204353018124,1280,720,anon
2026-03-20T17:53:53.173941,unknown,match1_rally_000813.jpg,True,974.6274440563606,378.8033719582037,995.4274440563606,398.20337195820366,1920,1080,anon
2026-03-20T17:54:00.286490,unknown,match15_rally_002777.jpg,True,856.6820698528252,409.8045753763869,875.8820698528252,430.60457537638683,1280,720,anon
2026-03-20T17:54:06.775149,unknown,match9_non_rally_009205.jpg,False,,,,,1280,720,anon
2026-03-20T17:54:11.214281,unknown,match14_non_rally_003978.jpg,True,559.8798744628191,353.95888971295545,567.6798744628192,360.95888971295545,1280,720,anon
2026-03-20T17:54:15.294286,unknown,match8_rally_004271.jpg,True,655.8951191424603,160.2213017155587,671.2951191424603,175.02130171555868,1280,720,anon
2026-03-20T17:54:16.318449,unknown,match14_non_rally_003502.jpg,False,,,,,1280,720,anon
2026-03-20T17:54:19.374299,unknown,match8_non_rally_004402.jpg,True,730.7517625461627,361.4945661644623,741.3517625461627,371.89456616446233,1280,720,anon
2026-03-20T17:54:23.661875,unknown,match10_non_rally_011829.jpg,True,905.4496887261017,367.93543957637274,913.8496887261017,376.3354395763728,1280,720,anon
2026-03-20T17:54:28.606790,unknown,match2_rally_010791.jpg,True,555.9138031756269,178.2450376765292,574.9138031756269,197.2450376765292,1280,720,anon
2026-03-20T17:54:32.638535,unknown,match14_non_rally_003948.jpg,True,904.0304433691344,443.45414575821343,921.4304433691344,459.25414575821344,1280,720,anon
2026-03-20T17:54:35.750743,unknown,match9_rally_009754.jpg,True,632.8730862614918,302.2321573195677,646.6730862614919,314.6321573195677,1280,720,anon
2026-03-20T17:54:39.174488,unknown,match9_rally_009144.jpg,False,,,,,1280,720,anon
2026-03-20T17:54:53.958737,unknown,match8_non_rally_004576.jpg,True,472.0447818674359,414.2948112554976,483.4447818674359,425.09481125549763,1280,720,anon
2026-03-20T17:54:59.487019,unknown,match9_rally_009795.jpg,True,671.1281179470624,128.79753480276855,688.9281179470624,143.39753480276855,1280,720,anon
2026-03-20T17:55:02.701936,unknown,match7_rally_005290.jpg,True,493.4095303101211,277.1298546758318,505.4095303101211,287.1298546758318,1280,720,anon
2026-03-20T17:55:09.294644,unknown,match15_non_rally_002894.jpg,False,,,,,1280,720,anon
2026-03-20T17:55:13.510743,unknown,match7_rally_005588.jpg,True,689.4739945446469,210.14740662904092,709.4739945446469,230.54740662904092,1280,720,anon
2026-03-20T17:55:17.262456,unknown,match8_rally_004172.jpg,True,1080.015831793927,288.7637267569697,1101.7787453729418,309.65612379282396,1280,720,anon
2026-03-20T17:55:27.310377,unknown,match14_rally_003527.jpg,True,636.2898181927454,255.67860463379367,653.6898181927454,273.67860463379367,1280,720,anon
2026-03-20T17:55:33.598757,unknown,match2_rally_010378.jpg,True,635.2042678744904,227.6713270849231,649.2042678744904,241.47132708492308,1280,720,anon
2026-03-20T17:55:36.454307,unknown,match7_non_rally_005726.jpg,False,,,,,1280,720,anon
2026-03-20T17:55:40.245762,unknown,match16_non_rally_001003.jpg,True,506.87207068685365,367.13042374024434,515.6720706868537,377.3304237402443,1280,720,anon
2026-03-20T17:55:43.198622,unknown,match2_non_rally_010682.jpg,False,,,,,1280,720,anon
2026-03-20T17:55:48.094398,unknown,match10_non_rally_011231.jpg,True,543.7210512906157,359.9089291211375,552.3210512906157,368.7089291211375,1280,720,anon
2026-03-20T17:55:51.926725,unknown,match8_rally_004511.jpg,True,587.2693103232717,173.9916475599751,602.8693103232717,189.9916475599751,1280,720,anon
2026-03-20T17:55:55.357762,unknown,match15_rally_002161.jpg,True,543.0256780598899,104.55860775784568,563.8256780598898,125.15860775784567,1280,720,anon
2026-03-20T17:55:57.086761,unknown,match1_non_rally_000281.jpg,False,,,,,1920,1080,anon
2026-03-20T17:56:01.550296,unknown,match2_rally_010382.jpg,True,767.53599938629,359.4895056918925,788.13599938629,378.88950569189245,1280,720,anon
2026-03-20T17:56:05.222234,unknown,match2_rally_010256.jpg,True,621.4930186587519,327.96206110967796,638.0930186587518,342.96206110967796,1280,720,anon
2026-03-20T17:56:15.006517,unknown,match7_rally_005069.jpg,True,662.5443419494084,271.0952650021851,682.1443419494084,246.49526500218508,1280,720,anon
2026-03-20T17:56:22.758911,unknown,match9_non_rally_009747.jpg,True,470.6336368142398,466.52045990301195,485.8336368142398,480.52045990301195,1280,720,anon
2026-03-20T17:56:27.542650,unknown,match10_rally_011304.jpg,True,764.3827551990445,162.39634974089614,784.3827551990445,181.59634974089613,1280,720,anon
2026-03-20T17:56:32.598383,unknown,match8_rally_004297.jpg,True,460.5115582378777,288.7023123749178,474.11155823787766,300.9023123749178,1280,720,anon
