uid,rms,flatness,centroid,band_energy,peak_freq,ridge_length,grad_t,grad_f,rolloff,bandwidth,zcr,contrast,tonnetz,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,label
legacy_match2_whistle_0024,0.1390555202960968,0.0119669586420059,2137.8594072533624,-40.59747314453125,3660.64453125,61.0,1.808337926864624,4.935087203979492,3961.7927102481617,2052.854961049928,0.1483848422181372,21.717901805330936,0.0159420843296753,-53.45193862915039,115.4508819580078,-39.771366119384766,13.72426986694336,-24.4493350982666,1
legacy_match2_whistle_0025,0.1364955157041549,0.0048978286795318,1899.6429652372133,-42.60031509399414,3649.8779296875,40.0,1.8385130167007449,4.946899890899658,3647.724609375,2031.270921599836,0.126953125,22.50926959062932,0.0057148476229855,-110.4347686767578,119.7142333984375,-17.716094970703125,40.938995361328125,-6.78838586807251,1
legacy_match2_whistle_0026,0.152402326464653,0.0119411228224635,2141.385578830926,-41.39273071289063,4069.775390625,45.0,1.7735071182250977,5.0361199378967285,4550.527556046196,2226.198614049609,0.1132971722146739,22.3565330270118,-0.0105199119140865,-59.553836822509766,108.26386260986328,-25.32819938659668,5.873414993286133,-33.597206115722656,1
legacy_match2_whistle_0027,0.1244644448161125,0.0183523558080196,2358.847525037954,-44.00679016113281,3746.77734375,46.0,1.7998400926589966,4.819883346557617,4699.801025390625,2127.7127991191587,0.135888671875,21.85588964470876,0.0258303521862814,-79.66812133789062,99.2269058227539,-36.54611587524414,32.415950775146484,-24.131946563720703,0
legacy_match2_whistle_0028,0.1634962409734726,0.0065402328036725,2083.873031253172,-44.98989486694336,3660.64453125,43.0,1.8124241828918457,5.195023059844971,4319.257736206055,2144.616223050918,0.1155853271484375,22.810434328885364,0.0130183492584089,-64.6135025024414,108.67882537841795,-28.67259979248047,16.45923614501953,-28.15913772583008,1
legacy_match2_whistle_0029,0.0858819857239723,0.0088898120447993,2282.610540473629,-39.83632659912109,3628.3447265625,41.0,1.8550992012023928,4.993656158447266,4143.26171875,2147.9041267471,0.1808733258928571,21.977856063224653,0.0080729503802395,-134.8316192626953,107.69430541992188,-24.044904708862305,34.994224548339844,-20.12907600402832,1
legacy_match2_whistle_0030,0.1111679077148437,0.0060953083448112,2178.3973558680486,-45.42594909667969,3606.8115234375,41.0,1.8291480541229248,4.925258159637451,4073.0984157986113,2010.117328291868,0.1787049093364197,22.97996973475633,0.0149804585332409,-121.95184326171876,114.63897705078124,-22.50341415405273,37.92556381225586,-18.758081436157227,1
legacy_match2_whistle_0031,0.1251422315835952,0.0066131185740232,2082.387446425954,-48.06747817993164,3606.8115234375,42.0,1.8306914567947388,4.873056888580322,4238.171768188477,2140.5383640094024,0.1229782104492187,23.526543865339303,-0.0168168185649271,-106.36749267578124,108.42933654785156,-26.375537872314453,27.51022720336914,-15.413966178894045,1
legacy_match2_whistle_0032,0.1572539508342743,0.0065058637410402,1871.3290257609133,-44.92195510864258,3639.111328125,48.0,1.7923349142074585,4.9200615882873535,3657.1028859991775,1946.5762782909835,0.1080707750822368,22.126022050153715,-0.0110359231452251,-72.559326171875,122.62593841552734,-35.54203414916992,22.68252754211425,-17.76848030090332,1
legacy_match2_whistle_0033,0.1598364412784576,0.0022522532381117,1785.1598467148824,-49.66293716430664,4015.9423828125,49.0,1.8045308589935305,4.9065141677856445,3591.5027618408203,1990.2782090662204,0.1005935668945312,23.21490429527657,-0.0283072415878847,-120.7194366455078,122.28893280029295,-21.42123794555664,42.68537902832031,-9.451289176940918,1
legacy_match2_whistle_0034,0.1785161197185516,0.0081280199810862,2055.3751363668653,-40.93849563598633,4123.6083984375,86.0,1.824202299118042,4.918701648712158,4231.570742545871,2109.1474394790685,0.1149969538417431,22.5704407932351,-0.0140676000737807,-50.16801834106445,115.9266586303711,-31.863357543945312,7.136945724487305,-30.2968864440918,1
legacy_match2_whistle_0035,0.1282621473073959,0.0093818474560976,2175.8352048209304,-43.407833099365234,3768.310546875,71.0,1.8447190523147583,5.015958309173584,3901.6156730005296,2013.7626506189404,0.1621010990466101,22.2904700981844,-0.0034164579371265,-100.79120635986328,115.72449493408205,-30.806716918945312,21.22454643249512,-26.3300724029541,1
legacy_match2_whistle_0036,0.1004143953323364,0.0113629214465618,2347.6149185716577,-36.72354507446289,3757.5439453125,83.0,1.800182223320007,5.158628940582275,4777.251797970211,2204.054733720118,0.1825715537383177,22.26021868997229,0.0069758883409048,-116.68810272216795,117.36741638183594,-12.953299522399902,39.150917053222656,-19.995847702026367,1
legacy_match2_whistle_0037,0.0931285992264747,0.0057952306233346,1848.386512512764,-46.21110534667969,4188.2080078125,54.0,1.9476704597473145,4.7213134765625,3689.5263671875,1874.8706129989123,0.1065848214285714,23.280669643461906,0.0942016087248309,-166.716796875,137.32147216796875,-10.547077178955078,38.06755447387695,-17.78842544555664,0
legacy_match2_whistle_0038,0.1143530085682869,0.0159422717988491,2178.7882444995034,-38.01423263549805,4069.775390625,53.0,1.788815975189209,5.01132869720459,4096.470662992295,2017.9710945067063,0.1513002996575342,21.38240166469761,0.0122321893789812,-61.73884963989258,109.94363403320312,-47.86043167114258,12.89292812347412,-17.360525131225586,1
legacy_match2_whistle_0039,0.10951629281044,0.0074079018086194,2080.919988507008,-43.47084045410156,4005.17578125,63.0,1.8253793716430664,5.131197452545166,3940.879456426057,2074.929564124754,0.1573090889084507,22.082534411670164,-0.0036349252921102,-111.04065704345705,114.79273986816406,-23.205055236816406,26.864730834960938,-17.308509826660156,1
legacy_match2_whistle_0040,0.0932740569114685,0.0051716375164687,2295.2542167846377,-43.36851501464844,4026.708984375,36.0,1.8649593591690063,5.015782833099365,3983.642578125,2053.337390841118,0.2058144221230158,22.694495134820745,0.027168081422456,-147.13209533691406,112.84990692138672,-17.0869083404541,39.58113098144531,-16.982257843017578,1
legacy_match2_whistle_0041,0.1557088941335678,0.0079992488026618,1862.626374796445,-45.317291259765625,3639.111328125,56.0,1.816333532333374,4.745282173156738,3836.8016989834337,1944.7702642544373,0.094308876129518,22.08862692507321,0.0154827607614144,-76.06112670898438,125.73865509033205,-29.866640090942383,34.84767150878906,-19.27071762084961,0
legacy_match2_whistle_0042,0.1579841524362564,0.0065837372094392,2114.0793148129355,-40.3386116027832,4134.375,55.0,1.833553552627564,5.005410194396973,4269.7052001953125,2229.589051974732,0.1418253580729166,22.92873282520292,0.0019222576344146,-80.34349060058594,114.14933013916016,-12.473906517028809,27.3701171875,-27.509986877441406,1
legacy_match2_whistle_0043,0.0747157111763954,0.0205815527588129,2372.814422928596,-40.46837615966797,3639.111328125,34.0,1.8365509510040283,4.892478942871094,4551.8499755859375,2162.1253148751725,0.180389404296875,21.486892090414663,0.0006235516388535,-128.17752075195312,106.8911361694336,-22.363224029541016,33.79529571533203,-18.709461212158203,1
legacy_match2_whistle_0044,0.1232678145170211,0.0063854125328361,2287.6971885099783,-44.095027923583984,4026.708984375,35.0,1.7944990396499634,5.002341747283936,4126.125266335227,2099.489395491816,0.1856419947240259,21.95231658000297,0.0132234673284781,-109.64845275878906,111.43049621582033,-12.513187408447266,40.6714096069336,-20.727689743041992,1
legacy_match2_whistle_0045,0.112910471856594,0.0075067160651087,2049.712448444028,-43.827125549316406,4026.708984375,33.0,1.833453893661499,4.947048187255859,3992.9736328125,2018.2804728449928,0.1390787760416666,21.481540698899146,0.0107220580827182,-101.20628356933594,118.4490203857422,-21.1845645904541,42.51932144165039,-20.40683555603028,1
legacy_match2_whistle_0046,0.1457793712615966,0.0062832841649651,1928.906848984773,-42.59120941162109,4155.908203125,89.0,1.8419944047927856,4.928791999816895,3792.6611784462616,1957.5289424365096,0.1282308703271028,22.27154757213043,-0.0006584164144479,-73.07966613769531,126.77839660644533,-34.097267150878906,23.133703231811523,-26.01360893249512,1
legacy_match2_whistle_0047,0.1081748902797699,0.0078052692115306,2128.818142667299,-40.72916030883789,4080.5419921875,46.0,1.7968430519104004,4.999452590942383,4178.084188432836,2144.354258088387,0.1613733092350746,21.93358708898897,-0.0043629248464386,-109.94881439208984,113.28446197509766,-20.092344284057617,35.78419494628906,-13.889852523803713,1
legacy_match2_whistle_0048,0.1686821281909942,0.0077974540181458,2049.632885593688,-45.69528198242188,4102.0751953125,37.0,1.852243185043335,5.023026466369629,4161.705603966346,2116.0978019548347,0.1352689302884615,23.19442463489677,-0.0097236835228176,-60.864219665527344,116.49031066894533,-24.88464736938477,22.63655662536621,-22.69598388671875,1
legacy_match2_whistle_0049,0.1617191135883331,0.0086773103103041,2072.397631097805,-44.51899719238281,4080.5419921875,50.0,1.857397198677063,4.940744876861572,4096.422729492188,2146.5702855205345,0.106903076171875,22.93326327800701,0.0017376363715484,-70.1954574584961,108.9238510131836,-30.438060760498047,21.13336753845215,-13.354333877563477,1
legacy_match2_whistle_0050,0.1103312894701957,0.0088228425011038,2096.213251590092,-41.859493255615234,3789.84375,46.0,1.9181936979293823,4.720570087432861,4274.167165448589,2108.798759961516,0.1026414440524193,22.52452919461004,-0.0090176050915988,-120.83623504638672,111.47547912597656,-23.40420913696289,50.4076042175293,-8.149784088134766,0
legacy_match2_whistle_0051,0.1132921576499939,0.0080677131190896,1896.6100000777085,-44.46430969238281,3800.6103515625,31.0,1.8794755935668943,4.7801384925842285,3747.142313294492,1912.1789964052675,0.1103184586864406,21.86806364906234,-0.0069211827975047,-96.00214385986328,129.41323852539062,-38.3876953125,24.572111129760746,-12.50148105621338,0
legacy_match2_whistle_0052,0.1480247378349304,0.0033212886191904,2353.022269403209,-42.59039688110352,3983.642578125,81.0,1.891083002090454,5.187231540679932,4095.6988584648057,2051.1333078788166,0.1909084875606796,24.90671532619698,0.0223589437451955,-95.90774536132812,105.89716339111328,-23.66181945800781,25.54815101623535,-21.48460960388184,1
legacy_match2_whistle_0053,0.1257194876670837,0.0129871712997555,2127.9798246002724,-41.36562347412109,3875.9765625,62.0,1.8299158811569207,4.807659149169922,4199.297607421875,2060.3718374226983,0.1254248046875,22.05792132681217,0.0118043081964102,-78.14129638671875,110.83018493652344,-36.0900993347168,30.054821014404297,-10.725115776062012,0
legacy_match2_whistle_0054,0.1690623313188552,0.0031132951844483,2043.4372299666984,-46.194313049316406,4145.1416015625,27.0,1.8471914529800413,5.152871608734131,4092.868970788044,2129.727350531604,0.1122693048007246,23.99045050906944,-0.0188140258132289,-87.3448257446289,117.5325698852539,-22.040620803833008,12.544897079467772,-37.15849685668945,1
legacy_match2_whistle_0055,0.1290716826915741,0.0078825168311595,1988.4432388173143,-40.821067810058594,4112.841796875,82.0,1.8499202728271484,4.984390258789063,3761.343922334559,1969.7602182420453,0.1362189797794117,21.66916553700884,0.0079021887081443,-82.2331314086914,123.16107177734376,-35.206295013427734,16.918325424194336,-22.169214248657227,1
legacy_match2_whistle_0056,0.1119885221123695,0.0126047199591994,2134.4850995613874,-41.06972122192383,4209.7412109375,74.0,1.8508718013763428,4.819644451141357,4135.194197944973,2085.805431278842,0.1255572775135869,21.6071168792534,-0.0203448773403158,-105.28323364257812,111.4022445678711,-27.5180721282959,25.42666816711425,-19.95758819580078,1
legacy_match2_whistle_0057,0.1492363512516021,0.0094866026192903,2234.174396429248,-46.24884033203125,4005.17578125,36.0,1.855900406837464,4.925676345825195,4500.118062033582,2146.375464117854,0.1384751049440298,24.21276360347076,-0.0055844337839924,-70.017578125,101.58344268798828,-31.58562088012696,17.300783157348633,-17.241390228271484,1
legacy_match2_whistle_0058,0.0972339063882827,0.0099382679909467,2399.551021264117,-39.91349792480469,4220.5078125,93.0,1.8692697286605835,5.060842514038086,4152.6123046875,2088.840155513504,0.1967823262117347,21.63205223768981,0.009604320760004,-117.63359832763672,112.36566925048828,-23.112762451171875,34.8632926940918,-17.566564559936523,1
legacy_match2_whistle_0059,0.1346189528703689,0.0041512534953653,1959.496172429756,-46.82430267333984,4048.2421875,73.0,1.860046625137329,5.024819850921631,3678.394874366554,1962.777365534778,0.1460752744932432,23.03180155290023,-0.0122418670971064,-112.16520690917967,121.87561798095705,-29.48228645324707,43.22433853149414,-10.816082000732422,1
legacy_match2_whistle_0060,0.1278279423713684,0.0065003302879631,2017.3352098693183,-43.16918563842773,3886.7431640625,51.0,1.9013214111328125,4.730954170227051,4097.258557771382,2083.2254999596407,0.1154142680921052,23.069833267707374,-0.0002997735547971,-96.78376007080078,123.18426513671876,-29.093374252319336,27.820276260375977,-13.774242401123049,0
legacy_match2_whistle_0061,0.1572048813104629,0.0113001512363553,2227.505730962074,-43.60173416137695,3606.8115234375,66.0,1.7828519344329834,4.922110080718994,4488.559065193966,2133.366826275486,0.1344793911637931,23.079476576487384,-0.0079958071099603,-49.13985443115234,102.94659423828124,-39.7710189819336,5.895164966583252,-23.55890464782715,1
legacy_match2_whistle_0062,0.0953356027603149,0.0137659683823585,2480.786448598936,-39.59084701538086,4005.17578125,64.0,1.859567165374756,4.930176734924316,4580.516052246094,2166.0840595356726,0.1851247151692708,22.825591421151284,0.0050470326518573,-113.39090728759766,99.50679779052734,-29.369369506835938,26.7457218170166,-12.684768676757812,1
legacy_match2_whistle_0063,0.102640263736248,0.0073965205810964,2051.504604751457,-43.997650146484375,4037.4755859375,49.0,1.8012151718139648,4.9696125984191895,3970.750989412007,2043.744009899089,0.1432206003289473,22.17992008360183,-0.0307679662331162,-116.69225311279295,120.6714859008789,-23.127975463867188,24.612817764282227,-24.492084503173828,1
legacy_match2_whistle_0064,0.1123113632202148,0.0194406677037477,2317.555556547272,-38.51911544799805,3606.8115234375,47.0,1.852961778640747,5.065697193145752,4548.9719801682695,2212.846165065599,0.1719275841346154,21.59756435365844,0.0007128728554446,-73.53324890136719,105.38369750976562,-30.04038429260254,19.78767776489257,-15.622650146484377,1
legacy_match2_whistle_0065,0.112334705889225,0.0082313986495137,2176.966774080426,-39.83928298950195,3649.8779296875,69.0,1.862331748008728,4.975565433502197,3890.40839012633,2000.0228320594244,0.177957737699468,22.355110502702253,-0.0008116161188621,-83.38031768798828,117.4743194580078,-47.56386566162109,18.46185111999512,-19.968721389770508,1
legacy_match2_whistle_0066,0.1314014196395874,0.0056429104879498,2299.2621814456743,-43.37945938110352,3639.111328125,54.0,1.8659175634384155,5.084287643432617,3864.381760817308,1896.602463159072,0.1964768629807692,22.76609863794513,-0.0096907160395407,-94.93079376220705,108.28136444091795,-42.93935775756836,59.91699981689453,-8.705548286437988,1
legacy_match2_whistle_0067,0.151636853814125,0.007961300201714,2060.883607437941,-45.73468017578125,4037.4755859375,53.0,1.847693920135498,5.041118144989014,4261.758165474397,2122.727910550298,0.1112634130271084,23.24378582690018,-0.0082982807106619,-84.0703125,106.63130950927734,-32.813377380371094,24.20422744750977,-12.166269302368164,1
legacy_match2_whistle_0068,0.1346140950918197,0.0076114377006888,1974.5011807717767,-44.79350280761719,3628.3447265625,62.0,1.8047024011611936,5.133336544036865,3629.582266971983,1890.6764755516567,0.1371396821120689,22.21245316475345,-0.0168962121700026,-75.7398910522461,121.9913330078125,-44.59657287597656,16.494192123413086,-25.10425567626953,1
legacy_match2_whistle_0069,0.1297582685947418,0.0115791168063879,2207.3124200778093,-44.48862457275391,3628.3447265625,63.0,1.774991154670715,5.080899238586426,4195.697817595109,2095.45965497911,0.1580969769021739,21.65044985470001,-0.0173039639832461,-78.75474548339844,111.91832733154295,-26.67990493774414,31.40023422241211,-20.203109741210938,1
legacy_match2_whistle_0070,0.1780232787132263,0.0079532628878951,1832.0812843980552,-41.36465835571289,3671.4111328125,32.0,1.8038874864578247,4.855281352996826,3674.588162781762,1970.2956255066183,0.1048523949795082,21.74266088564448,0.002090245684468,-46.1177864074707,127.68801879882812,-26.432281494140625,43.70797348022461,-12.48434352874756,0
legacy_match2_whistle_0071,0.1944620162248611,0.006455133203417,1811.713711120139,-42.2342414855957,4102.0751953125,43.0,1.746375560760498,4.887024879455566,3721.423733618952,1983.786630065949,0.0936082409274193,22.760879542822018,0.0007328019208634,-41.85152816772461,123.92433166503906,-25.88479995727539,41.76817321777344,-12.009498596191406,0
legacy_match2_whistle_0072,0.1454055160284042,0.0100701004266738,2135.9853103950154,-36.32365798950195,4026.708984375,97.0,1.8255728483200075,5.031411170959473,4266.224459134615,2175.724548223045,0.142364032451923,21.696202998306337,-0.0017145156451219,-61.989933013916016,115.45272827148438,-17.39190673828125,44.14912796020508,-24.16455841064453,1
legacy_match2_whistle_0073,0.1753313988447189,0.0103736789897084,1893.2385709845,-39.308868408203125,3886.7431640625,66.0,1.7807916402816772,4.867644309997559,4059.575452302632,2127.611970520864,0.0943924753289473,21.050873559603936,0.0046544174729583,-44.195343017578125,122.09123229980467,-14.91359043121338,33.58876037597656,-20.763935089111328,1
legacy_match2_whistle_0074,0.1132294982671737,0.0031327188480645,2104.343796859336,-44.17564010620117,4080.5419921875,54.0,1.830840229988098,5.156335830688477,3864.806213378906,1993.181819372016,0.187646484375,22.928781465339345,0.0150017557437464,-135.9102783203125,126.7213134765625,-17.506288528442383,35.28529739379883,-31.63924789428711,1
legacy_match2_whistle_0075,0.1759810447692871,0.0058700996451079,1960.473942292504,-46.87896728515625,3628.3447265625,67.0,1.8315763473510744,5.04192590713501,3734.4524182771374,1991.6618813495948,0.1222180818256579,22.48440527241147,0.0237798709936278,-67.7451400756836,121.85608673095705,-30.77280235290528,15.145973205566406,-21.79705238342285,1
legacy_match2_whistle_0076,0.0996966511011123,0.0076806484721601,2419.803063430834,-47.37100982666016,3628.3447265625,42.0,1.831138610839844,4.990117073059082,4597.471788194444,2094.931868761894,0.2099488811728395,23.11778554558756,0.0118613328384337,-127.40436553955078,110.49300384521484,-21.26277542114257,35.44911575317383,-21.47997283935547,1
legacy_match2_whistle_0077,0.0850172266364097,0.0059977951459586,2532.940004532144,-43.54286193847656,4048.2421875,33.0,1.8535834550857544,5.051783084869385,4864.821624755859,2131.96197617913,0.2101364135742187,22.723930675746946,0.0154109469608197,-163.24249267578125,100.41421508789062,-7.73467206954956,45.77959442138672,-17.203350067138672,1
legacy_match2_whistle_0078,0.1211485341191291,0.0084840161725878,1967.4852348836384,-42.97091674804688,3628.3447265625,42.0,1.809356927871704,4.964685440063477,3768.448580228365,1969.7026027697727,0.135322766426282,22.2806660725684,-0.0124279550067569,-99.87071990966795,124.86424255371094,-28.24846267700196,26.853954315185547,-15.738808631896973,1
legacy_match2_whistle_0079,0.1099886000156402,0.0048279892653226,2157.3944465625395,-42.455322265625,3628.3447265625,42.0,1.8231418132781985,5.103792190551758,4132.125262360075,2098.701597862822,0.1706943796641791,22.470138712981072,-0.0095277108186027,-130.4991455078125,115.1124038696289,-15.74729824066162,40.06025695800781,-19.266660690307617,1
legacy_match2_whistle_0080,0.1249021515250206,0.0190157108008861,2175.365669406818,-40.48637390136719,3639.111328125,61.0,1.8135606050491333,4.7302350997924805,4552.586125753012,2180.4880709352697,0.1154226280120482,21.436440288113683,-0.0037053875844849,-80.14891052246094,109.04937744140624,-21.75581741333008,31.83843994140625,-16.22626304626465,0
legacy_match2_whistle_0081,0.1457744240760803,0.0185024980455636,2175.366098767726,-40.14525604248047,4048.2421875,56.0,1.8014039993286133,5.068649291992188,4441.780037715517,2206.3467158503345,0.1199656519396551,21.41580124126475,0.0070654128779404,-45.302005767822266,107.3576889038086,-27.18831443786621,9.888345718383787,-15.919329643249512,1
legacy_match2_whistle_0082,0.1781501024961471,0.00784557685256,2108.639025396993,-43.66070556640625,3671.4111328125,61.0,1.8587472438812256,5.000763416290283,4320.001588384789,2111.294121442403,0.1225291792168674,23.125701888447303,0.002777770760664,-56.55337142944336,110.47850036621094,-32.417694091796875,1.0764516592025757,-38.42239761352539,1
legacy_match2_whistle_0083,0.0797099620103836,0.0044875973835587,2353.557814059125,-48.90034866333008,3628.3447265625,60.0,1.82850980758667,5.116697788238525,4454.648966961597,2061.506623333321,0.1888707172439759,22.41094504897339,0.0165712019835179,-180.1724548339844,107.4866943359375,-5.049232006072998,41.99057388305664,-17.347719192504883,1
