uid,rms,flatness,centroid,band_energy,peak_freq,ridge_length,grad_t,grad_f,rolloff,bandwidth,zcr,contrast,tonnetz,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,label,peak_std,bandwidth_hz,ridge
match4_0000956487_0000956546,0.1608339995145797,0.0036314628086984158,4004.2281403759216,-35.6462287902832,4005.17578125,7.0,1.7652347087860107,5.475234508514404,6297.633713942308,2011.2213442789105,0.3142277644230769,22.686446856788844,-0.039426105571948,-216.3060607910156,32.707889556884766,23.400583267211918,71.26372528076172,-42.64688873291016,1,59.09623408833131,301.46484375,7.0
match4_0001003984_0001004036,0.139279767870903,0.003482073312625289,2211.0227158035636,-35.311981201171875,3865.2099609375,7.0,1.7464299201965332,4.618144989013672,3758.441162109375,1861.6175132504916,0.1760660807291666,22.15899711775213,0.0157052564905821,-117.5626220703125,109.40351104736328,-40.253719329833984,54.41430282592773,-10.805901527404783,1,31.719486622642616,86.1328125,7.0
match4_0001024116_0001024174,0.1087585538625717,0.005033002234995365,2038.213832619839,-42.84275817871094,3800.6103515625,7.0,1.877804160118103,4.998856067657471,3595.216721754808,1729.996167243906,0.1666165865384615,22.319240332880508,-0.0060082758609903,-121.18331909179688,126.19529724121094,-60.03516387939453,32.93072891235352,-9.54207992553711,1,8.156562536105238,21.533203125,7.0
match4_0001069174_0001069232,0.1120398566126823,0.028382211923599243,3407.2603348428333,-29.880903244018555,3746.77734375,10.0,1.9433917999267576,4.631829261779785,6738.236177884615,2510.847700196008,0.2365910456730769,21.54174073652268,-0.0221279767998863,-95.23519134521484,49.10801315307617,-13.894291877746582,44.26851272583008,-8.366914749145508,0,75.3748585713896,129.19921875,10.0
match4_0001089300_0001089358,0.1814515888690948,0.004905993118882179,2066.1973486497204,-32.99021911621094,4026.708984375,10.0,1.9686095714569087,4.681231498718262,3872.663762019231,1891.650348780166,0.1715745192307692,23.086765879778444,0.0169640539352645,-66.68217468261719,128.64891052246094,-47.93894958496094,31.751941680908203,-23.190731048583984,1,29.10029261333784,53.8330078125,10.0
match4_0001111556_0001111614,0.0655202344059944,0.01486379373818636,3675.6340739455063,-24.39574813842773,3714.4775390625,7.0,1.9875730276107788,4.285609245300293,7086.908428485577,2514.833563975661,0.2560847355769231,21.774619673785708,-0.0169542425072276,-181.407958984375,56.9278564453125,5.247283458709717,59.16016006469727,-31.875303268432617,0,127.87859413264329,344.53125,7.0
match4_0001115144_0001115202,0.1109766140580177,0.003989319782704115,2065.9226509517566,-39.40802764892578,3800.6103515625,6.0,1.9442942142486568,4.367218494415283,3583.6219200721152,1761.649037073255,0.1800631009615384,22.472659045175497,0.0065290274448827,-127.22098541259766,120.81104278564452,-49.296016693115234,49.50250625610352,3.5490927696228027,1,22.182590854905403,53.8330078125,6.0
match4_0001136587_0001136645,0.1126238778233528,0.006571904756128788,2065.1603848073264,-38.52507781982422,3832.91015625,9.0,1.942007541656494,4.3638811111450195,3686.3187349759614,1679.9380386180496,0.150615985576923,22.94676663886517,0.047108913759468,-123.61429595947266,124.26974487304688,-61.80464553833008,48.74859619140625,-14.115955352783203,1,8.453049636476665,21.533203125,9.0
match4_0001199223_0001199281,0.1177410557866096,0.020918143913149834,2556.4612680304367,-34.57307052612305,4134.375,9.0,2.1587209701538086,4.476441860198975,4719.0842848557695,2261.287144188554,0.1979041466346154,21.49259078610646,0.0189183675905104,-70.07544708251953,96.09070587158205,-35.77526092529297,23.25411033630371,-16.57398796081543,1,15.153169613876953,43.06640625,9.0
match4_0001223563_0001223621,0.1257024705410003,0.004963139072060585,2821.3592044961824,-33.745994567871094,3983.642578125,4.0,1.9218723773956297,4.407395362854004,4989.905724158654,2227.381010990852,0.2188626802884615,22.70844478154825,0.0321240839571385,-144.6528778076172,78.60347747802734,1.7278177738189695,63.32525634765625,-29.610877990722656,1,21.669540092471134,53.8330078125,4.0
match4_0001269301_0001269359,0.0224172659218311,0.002777227433398366,1382.356599069037,-45.0087776184082,3714.4775390625,4.0,1.7919977903366089,4.604177474975586,2665.9761868990386,1823.787758682229,0.0644906850961538,21.129406228982965,-0.0118015336270352,-300.9938049316406,145.11851501464844,-10.990972518920898,41.98910140991211,8.650430679321289,0,23.23498013086128,139.9658203125,4.0
match4_0001292811_0001292869,0.064480111002922,0.004428972490131855,3467.629067658244,-41.64173889160156,3962.109375,3.0,1.7043545246124268,4.483415603637695,5082.664137620192,1896.351975907732,0.2672776442307692,22.74720893736651,0.0005945541442146,-280.5700988769531,39.024635314941406,15.717337608337402,90.48704528808594,-31.95158576965332,1,66.45557142715053,301.46484375,3.0
match4_0001308815_0001308874,0.0548946857452392,0.007168519776314497,2553.2966154563987,-35.79434585571289,3736.0107421875,8.0,1.7865262031555176,4.880860328674316,4170.815805288462,2094.0702547202786,0.1926457331730769,22.55057385292219,0.0184065429202629,-214.3786773681641,82.70046997070312,-17.11204719543457,73.58335876464844,-8.74156379699707,1,9.070210301023078,21.533203125,8.0
match4_0001316733_0001316792,0.1422554552555084,0.009637052193284035,2090.803279171957,-36.37535095214844,3962.109375,11.0,1.8755724430084229,4.90781831741333,3932.294170673077,2006.8085489524349,0.1549353966346154,21.45821460799903,-0.0069695209308976,-66.4403076171875,115.13468933105467,-31.78411102294922,25.189563751220703,-31.275728225708008,1,12.05095535226746,43.06640625,11.0
match4_0001432003_0001432061,0.0588483661413192,0.006252926308661699,1861.1424545417854,-30.600690841674805,3822.1435546875,4.0,1.859990358352661,4.619833469390869,3806.407752403846,1921.3038692752548,0.1043043870192307,22.351628962671843,-0.0343196748320938,-176.5210723876953,126.9072265625,-28.358522415161133,20.031024932861328,-25.837177276611328,0,20.312529343803924,43.06640625,4.0
match4_0001438737_0001438795,0.0910446345806121,0.01822488196194172,3229.7085851749716,-29.7616024017334,4166.6748046875,7.0,2.0337843894958496,4.478504180908203,5886.0182542067305,2387.211178767857,0.2921048677884615,21.496515334000463,0.023372789179474,-131.96449279785156,76.62512969970703,-22.92072486877441,24.139020919799805,-32.57527160644531,1,92.3871158299222,53.8330078125,7.0
match4_0001481642_0001481700,0.1268644481897354,0.016449835151433945,2372.6962016963107,-36.52447891235352,4091.30859375,5.0,1.926052212715149,4.699955940246582,4336.455829326923,2194.313306434034,0.146709735576923,22.20668126793318,-0.0229208581179005,-84.81526184082031,95.06167602539062,-37.2627067565918,8.613203048706055,-16.469703674316406,1,37.94977349677361,75.3662109375,5.0
match4_0001542606_0001542658,0.0546971596777439,0.0015996944857761264,1431.401758106478,-49.10483551025391,4112.841796875,12.0,1.7566241025924685,5.333591938018799,2846.868896484375,1587.8259536014348,0.0641682942708333,23.0816114782686,0.0092482981758438,-215.6201171875,150.25704956054688,-38.470027923583984,39.52100372314453,-18.19841194152832,0,139.37748192600137,387.59765625,12.0
match4_0001566284_0001566336,0.1821632832288742,0.0008593402453698218,3942.1393180218693,-37.559661865234375,4026.708984375,9.0,1.9908841848373413,4.593297958374023,4765.118408203125,1663.5266070515818,0.2930908203125,21.826558577499465,-0.0404084877727093,-244.16754150390625,20.639347076416016,26.639799118041992,83.8647689819336,-44.35160827636719,1,3.38361643341219,21.533203125,9.0
match4_0001665875_0001665933,0.1067070513963699,0.016793813556432724,2519.535246021017,-35.555702209472656,3843.6767578125,10.0,2.0750045776367188,4.724252223968506,5014.751727764423,2126.4754919904844,0.1956881009615384,22.68728975376028,-0.0118592200130202,-88.01293182373047,97.38215637207033,-39.54181289672852,26.092559814453125,-17.351228713989258,0,34.1729555312383,32.2998046875,10.0
match4_0001742733_0001742791,0.1288084089756012,0.0033862474374473095,3215.5350411855634,-32.69522857666016,3811.376953125,8.0,2.023738384246826,5.558778762817383,5295.511568509615,2246.9552649949865,0.2787710336538461,25.664745958015445,0.0031526250917307,-157.54168701171875,82.09536743164062,-19.678380966186523,30.641735076904297,-50.13387680053711,1,144.0226746826829,322.998046875,8.0
match4_0001783135_0001783193,0.0691619217395782,0.004757891409099102,2365.1300132639244,-35.20719146728516,3972.8759765625,9.0,1.889514684677124,4.527141094207764,3978.673377403846,1996.3845120889112,0.2082707331730769,23.0643540765014,-0.0027371742170765,-174.7422637939453,113.28402709960938,-27.96762466430664,43.68358612060547,-27.576173782348636,1,19.738735559890756,53.8330078125,9.0
match4_0001808822_0001808880,0.0144036095589399,0.005565036553889513,1885.296794014914,-43.04410934448242,3725.244140625,11.0,1.847249984741211,4.536014080047607,3711.992938701923,2142.2979289159025,0.1222581129807692,22.17535467246925,-5.051079980799672e-05,-331.7163391113281,120.40687561035156,-3.144148588180542,50.04290771484375,-0.462892472743988,0,24.45389816475628,86.1328125,11.0
match4_0001811191_0001811249,0.1137362420558929,0.005372747778892517,2286.2673787105077,-39.43470764160156,4015.9423828125,8.0,1.8257781267166135,4.685173988342285,3969.563176081731,2056.6569759718896,0.1541466346153846,23.613870399099056,-0.0100512916769221,-139.69459533691406,101.95851135253906,-32.232322692871094,36.38592529296875,-17.718107223510742,1,5.754990609539997,43.06640625,8.0
match4_0001832513_0001832571,0.1047326251864433,0.015125183388590813,2942.01724284531,-30.018230438232425,4091.30859375,12.0,1.889382004737854,4.545856952667236,5163.827749399038,2238.5190361116324,0.2770808293269231,20.193252911933573,0.0103353272428164,-101.6553955078125,79.10752868652344,-36.222877502441406,33.66983795166016,-5.78997802734375,1,10.116970693260942,53.8330078125,12.0
match4_0001859912_0001859970,0.1254110485315323,0.008998170495033264,2286.6697476956915,-38.31610870361328,4091.30859375,9.0,2.0263001918792725,4.809239864349365,4158.392803485577,2255.7371968088387,0.1496769831730769,22.56166304878392,0.0231778175093749,-103.00471496582033,102.5236358642578,-24.15691947937012,24.915433883666992,-6.050064086914063,1,9.511901728379895,32.2998046875,9.0
match4_0001882894_0001882952,0.1331273466348648,0.01013926137238741,2172.624418222519,-30.555938720703125,3886.7431640625,8.0,1.9107648134231567,4.301076412200928,3899.994365985577,2008.6089463852625,0.1653771033653846,21.97208476127346,-0.0159671967836276,-77.21401977539062,119.31462860107422,-37.85086441040039,24.43003273010254,-22.692981719970703,1,37.24608286800936,107.666015625,8.0
match4_0001972198_0001972256,0.1174122095108032,0.009135802276432514,2679.721917190319,-36.93405532836914,4015.9423828125,10.0,1.875396966934204,4.526464462280273,4776.230093149038,2387.656662309991,0.2345252403846154,21.86402076624988,0.014743503055457,-144.8904571533203,85.38094329833984,-2.6306862831115723,52.25080871582031,-10.432276725769045,1,19.93587226561012,43.06640625,10.0
match4_0001980789_0001980842,0.0978363826870918,0.0034515776205807924,3351.15063733605,-31.454498291015625,4037.4755859375,10.0,1.7459204196929932,4.974374294281006,4980.450439453125,2140.778515642088,0.2772216796875,24.42795227010417,0.0305876586742382,-203.0776824951172,57.06703567504883,8.455412864685059,82.77745056152344,-33.29129409790039,1,15.791015625,53.8330078125,10.0
match4_0001999255_0001999313,0.0883720219135284,0.0041746096685528755,2779.979860181079,-32.612754821777344,4069.775390625,8.0,1.8795667886734009,4.837968349456787,4593.197866586538,2089.285675790553,0.2439152644230769,23.025558924802024,0.0173884593778221,-163.79043579101562,99.50048065185548,-23.79071044921875,58.434608459472656,-28.431825637817383,1,17.065272514700037,53.8330078125,8.0
match4_0002036953_0002037011,0.1283682137727737,0.006724658887833357,2391.743160042702,-34.02847671508789,4026.708984375,8.0,1.980982780456543,4.618292808532715,4189.864408052885,2108.687676059397,0.1893780048076923,24.48724999235479,0.0008976865050145,-98.28459167480467,104.908203125,-37.86210632324219,36.09447479248047,-32.010955810546875,1,21.004296408249214,75.3662109375,8.0
match4_0002057781_0002057839,0.1321631222963333,0.008990203961730003,2141.3289163247982,-39.25503921508789,3908.2763671875,7.0,1.7883367538452148,4.398685455322266,3991.924579326923,2070.5601447982217,0.1309344951923076,22.27853463231842,0.0046536102000882,-84.36323547363281,106.33989715576172,-35.310325622558594,30.82815170288086,-18.712278366088867,1,7.058662384662163,43.06640625,7.0
match4_0002098648_0002098706,0.091995745897293,0.007394301239401102,2421.2040580313183,-33.1915168762207,3951.3427734375,11.0,2.004567146301269,5.0083160400390625,4079.713792067308,2120.7393592746407,0.2388446514423076,23.07800877102605,0.0103190924877532,-124.20138549804688,114.981201171875,-31.668516159057617,30.987728118896484,-40.82263946533203,1,4.863854799575388,10.7666015625,11.0
match4_0002168267_0002168325,0.1058990657329559,0.0026325779035687447,1525.7802171216026,-43.48845291137695,3940.576171875,11.0,1.858222246170044,4.7760233879089355,3069.3096454326924,1570.139626364196,0.0895057091346153,21.93966171010776,-0.0090120178294907,-149.3107147216797,148.90206909179688,-40.87321472167969,21.247535705566406,-33.35527801513672,1,18.103122003556038,21.533203125,11.0
match4_0002179906_0002179964,0.1284931749105453,0.004632301162928343,3506.045512830024,-33.80403137207031,3811.376953125,9.0,1.6800899505615234,4.504988670349121,4850.768103966346,1862.835378942097,0.2948843149038461,21.10056965260969,-0.0001312925671762,-190.7294921875,31.8724365234375,-20.389522552490234,80.68498992919922,-18.34123420715332,1,4.169018399636047,21.533203125,9.0
match4_0002195493_0002195551,0.1191123574972152,0.005729914642870426,1994.813188050425,-39.0904655456543,3908.2763671875,11.0,1.7727209329605105,4.39143705368042,3965.422175480769,2022.282577346234,0.1186147836538461,21.83837742781373,-0.0238047286034729,-119.14273071289062,112.76626586914062,-19.39472770690918,31.42834854125977,-22.139387130737305,1,10.116970693260942,43.06640625,11.0
match4_0002249473_0002249531,0.1244520619511604,0.003555433126166463,3597.4826729663246,-28.3847599029541,3962.109375,3.0,1.804871082305908,4.605198860168457,4545.990459735577,1899.9260952194104,0.2975886418269231,21.6808862290623,-0.0446872521107325,-242.7935333251953,40.58048629760742,4.914438247680664,91.17229461669922,-25.96677017211914,1,20.405015800038104,43.06640625,3.0
match4_0002291072_0002291130,0.1365029513835907,0.002467527985572815,3529.0729070975617,-35.350955963134766,4145.1416015625,9.0,1.9671976566314695,4.656078338623047,6000.3098707932695,2360.584680333681,0.2636343149038461,22.32670059263125,0.0309323938846269,-212.43063354492188,37.083377838134766,23.35550308227539,72.89612579345703,-19.41141700744629,1,12.190369488293141,10.7666015625,9.0
match4_0002313647_0002313705,0.1122061759233474,0.0019298867555335164,3597.6795132789525,-33.37628936767578,3714.4775390625,9.0,1.804215669631958,4.837284088134766,4139.344200721154,1655.9341518477447,0.3010066105769231,21.697282393049917,-0.0538176867053925,-268.3805236816406,43.25885772705078,5.094470500946045,89.48231506347656,-29.407752990722656,1,107.73953166125547,236.865234375,9.0
match4_0002361318_0002361376,0.0188822355121374,0.009609759785234928,2739.517624752839,-43.08388137817383,3703.7109375,8.0,1.90103018283844,4.426366329193115,4356.332632211538,2233.122247631099,0.2157076322115384,21.2226416337233,-0.0092871064786732,-323.28387451171875,87.89451599121094,-6.228240013122559,60.42436218261719,-10.11062240600586,0,34.116396479677405,10.7666015625,8.0
match4_0002539427_0002539485,0.0875621289014816,0.02209671214222908,2311.5289145726656,-47.07998275756836,3714.4775390625,11.0,1.943353533744812,4.509621620178223,4263.57421875,1986.1100734554589,0.1570763221153846,21.048616590559863,0.0106788875723708,-99.11180877685548,102.38465881347656,-49.265262603759766,14.774087905883787,0.4883407056331634,0,31.455451799676204,32.2998046875,11.0
match4_0002553742_0002553800,0.0118257505819201,0.00489360885694623,1672.7510919822223,-36.43911743164063,3725.244140625,9.0,1.738076090812683,4.838693141937256,3656.503530649039,1990.2356800420896,0.0915715144230769,21.62013929185793,-0.0102463899611808,-360.8717346191406,133.29415893554688,-7.663079261779785,54.12875747680664,3.991497278213501,0,22.883231886240374,53.8330078125,9.0
match4_0002585118_0002585176,0.1361603438854217,0.003244412364438176,2264.397733181143,-36.33103942871094,4059.0087890625,10.0,2.05929970741272,4.827683925628662,4094.621394230769,2227.3877748714435,0.1661658653846154,24.669283731860173,0.0089622283286374,-126.29324340820312,101.3500518798828,-25.65791702270508,38.17467880249024,-15.71286964416504,1,25.38959207634543,21.533203125,10.0
match4_0002650627_0002650685,0.1373666077852249,0.003890768624842167,1963.4468638474248,-42.809329986572266,4026.708984375,8.0,1.989290714263916,4.647245407104492,3841.192157451923,1998.2576414782516,0.1160982572115384,24.358343313444905,0.0142843193537694,-123.98764038085938,116.01596069335938,-29.536808013916016,22.533721923828125,-20.380523681640625,1,18.359991834302097,21.533203125,8.0
match4_0002710296_0002710355,0.0811121836304664,0.004027391783893108,2318.110750010336,-43.89218521118164,3703.7109375,9.0,1.824012756347656,4.859879970550537,3946.373572716346,2139.2631194921623,0.1706730769230769,23.81892916261361,-0.0122930530408113,-196.3277282714844,92.92138671875,-10.104360580444336,67.47340393066406,-8.239633560180664,1,5.190386049763645,10.7666015625,9.0
match4_0002725883_0002725941,0.126161053776741,0.003379207570105791,1870.38005643731,-41.34864044189453,3919.04296875,10.0,1.845169186592102,4.670393943786621,3705.3673377403848,1896.385525935556,0.14892578125,22.667157686324863,-0.0001665111169921,-109.93899536132812,130.42453002929688,-33.1322021484375,31.05865859985352,-24.521453857421875,1,15.377720103740646,53.8330078125,10.0
match4_0002781042_0002781100,0.1402683556079864,0.006169618107378483,2531.0488106692096,-31.674978256225582,4123.6083984375,7.0,1.888501524925232,4.777909755706787,4524.457256610577,2191.3443884073645,0.1988431490384615,23.54585407258696,0.0148007848623293,-83.85371398925781,102.26444244384766,-32.839839935302734,36.45103073120117,-34.66565704345703,1,28.222677369423327,10.7666015625,7.0
match4_0002939454_0002939512,0.0858525708317756,0.018219755962491035,3003.412162667694,-35.54458236694336,3736.0107421875,9.0,1.875037431716919,4.557163238525391,6137.791090745192,2412.397840417756,0.2235576923076923,22.256841774782124,-0.0281682324249654,-128.0631561279297,88.234619140625,-21.90977096557617,16.84530258178711,-25.48230743408203,0,14.591564398726165,161.4990234375,9.0
match4_0002951105_0002951163,0.1393240839242935,0.0068977405317127705,3006.7272685184435,-34.91751480102539,4198.974609375,10.0,2.096898317337036,4.128564834594727,5407.318584735577,2399.9415574619825,0.2713716947115384,23.18173016653748,0.0140807848788621,-100.70260620117188,89.98065948486328,-15.282171249389648,40.85563278198242,-25.10914421081543,1,69.87442878940062,10.7666015625,10.0
match4_0002981366_0002981424,0.1482815146446228,0.0032344062346965075,4011.655369049275,-38.14788436889648,4134.375,8.0,2.0740976333618164,4.941577911376953,6040.0634765625,2002.220626573982,0.3096454326923077,23.557963897404303,0.0388801872425399,-250.09979248046875,11.039999008178713,34.668304443359375,90.19657135009766,-19.77296257019043,1,5.291716367633333,10.7666015625,8.0
match4_0003076260_0003076318,0.0277764797210693,0.003211414674296975,2684.120218224653,-30.505033493041992,3822.1435546875,10.0,1.9916609525680544,4.7090935707092285,5144.779146634615,2391.2941675185284,0.2102238581730769,23.04238021821397,-0.0042425026773511,-299.0790405273437,108.82540130615234,4.779586315155029,62.207637786865234,-7.265923023223877,0,21.150893058589826,86.1328125,10.0
match4_0003162035_0003162087,0.1050041690468788,0.0020325544755905867,3782.0521519208505,-36.62565612792969,3908.2763671875,7.0,1.9537272453308103,4.833420276641846,4862.017822265625,1812.5320275567392,0.2889404296875,22.148469950576125,0.0035006854247587,-255.5310516357422,29.086366653442383,10.601557731628418,65.33424377441406,-40.8905143737793,1,18.848292522857918,32.2998046875,7.0
match4_0003193208_0003193266,0.1710577011108398,0.009218343533575535,2642.9375243194145,-37.69759368896485,3736.0107421875,7.0,1.8733689785003664,4.4235429763793945,4854.080904447115,2228.420266783208,0.1580153245192307,21.948667438821627,-0.0299180415202965,-100.90494537353516,76.99201202392578,-17.102886199951172,68.44490051269531,-6.820538520812988,0,20.001152720610836,86.1328125,7.0
match4_0003204440_0003204498,0.1234607547521591,0.0050431350246071815,1948.7143183489404,-39.37931442260742,3843.6767578125,7.0,1.8905774354934688,4.562507629394531,3545.524714543269,1737.2947997905426,0.1361929086538461,24.467882746808293,0.0445712916716656,-122.58657836914062,122.77021026611328,-50.25282669067383,35.86481094360352,1.3548836708068848,1,21.968261279208964,64.599609375,7.0
match4_0003224346_0003224404,0.0817185193300247,0.005537279881536961,1992.2606257223529,-36.083595275878906,3854.443359375,8.0,2.0537688732147217,4.578141689300537,3619.2345252403848,1722.7287263547894,0.1930213341346154,22.25128519261162,0.0371569242769715,-134.13575744628906,133.51805114746094,-56.49886322021485,36.25464630126953,-15.20248794555664,1,7.300743629517839,21.533203125,8.0
match4_0003235149_0003235201,0.0558291971683502,0.010810338892042637,2373.5116997477517,-49.58483123779297,3725.244140625,8.0,1.724568247795105,4.613975524902344,4869.195556640625,2183.536400555241,0.1513264973958333,21.231852580453552,-0.002332722972249,-204.8300628662109,96.55889892578124,-12.831364631652832,59.648040771484375,-11.395846366882324,0,51.57102109840921,495.263671875,8.0
